,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
88,-414.4615,186.12209,-47.023083,-1.2685226,-12.007512,-1.9764066,-23.39336,-14.660397,-5.664782,-20.839996,-4.790673,-6.9399805,-8.906357
89,-427.06042,181.5132,-58.02279,14.234186,-25.9365,3.6852698,-28.336632,-3.5621312,-8.919926,-15.592349,0.13330634,-5.925978,-7.830099
90,-429.0445,190.7845,-56.301243,14.103036,-20.74744,6.13654,-29.536026,-4.615436,-7.196779,-13.430128,-1.6002948,-2.377989,-7.5695047
91,-415.65692,174.1963,-48.28573,2.2549844,-14.530242,-3.010748,-23.374502,-11.094801,-4.3054667,-19.545967,-0.22382146,-5.388547,-7.857778
92,-431.49442,190.60895,-58.032677,11.645962,-18.818314,5.3718586,-29.74096,-5.5320516,-6.192852,-15.251235,-1.5472763,-2.1282625,-7.187408
93,-424.9034,188.99086,-56.06616,10.282192,-18.869818,5.341496,-29.415174,-8.265649,-5.674916,-17.171812,-1.614488,-3.961569,-6.9306746
94,-420.6184,190.4292,-61.710228,7.221809,-19.856112,3.5470462,-28.961222,-9.68008,-6.4566994,-18.880594,-2.9422367,-4.7032604,-6.992285
95,-420.45148,181.62633,-51.302868,4.769253,-13.249185,0.9046682,-25.07557,-11.089526,-3.6089349,-18.660118,-0.35840127,-3.9809437,-6.531249
96,-427.02652,191.20311,-59.420273,11.335336,-20.380465,4.8271565,-30.461143,-6.4053836,-6.9650598,-16.410084,-2.2389846,-3.106923,-7.264287
97,-425.2314,186.56934,-57.580517,10.891347,-19.99268,2.5488515,-28.785473,-6.3268256,-6.1656847,-17.408474,-0.16491719,-4.2434387,-6.5804443
98,-426.53925,190.7203,-60.59341,9.37454,-21.474737,5.722424,-31.11303,-7.105295,-6.701231,-17.569757,-3.068652,-3.6001241,-8.024634
99,-428.27078,177.44347,-56.944523,12.040679,-24.078627,1.9107463,-27.137356,-5.937322,-7.3990016,-17.38251,1.2421856,-7.1197486,-7.1644745
